44.680000	0
-28.106469	20
-0.003885	40
-8.543563	60
0.211027	80
-4.440000	100
-0.101180	120
-2.180360	140
0.025462	160
-0.825782	180
0.040000	200
0.650387	220
0.010931	240
2.237371	260
0.036458	280
4.280000	300
0.272580	320
9.034880	340
0.028607	360
28.293536	380
