64.220000	0
41.981145	20
1.788299	40
-13.857739	60
-1.682182	80
8.396495	100
2.048389	120
-5.414205	140
-1.556738	160
4.228462	180
1.384437	200
-3.763532	220
-1.955699	240
2.525782	260
1.564599	280
-1.899627	300
-0.824245	320
2.420736	340
1.285768	360
-2.276052	380
-1.720000	400
1.772426	420
1.778837	440
-1.395095	460
-1.713262	480
1.195565	500
1.732412	520
-0.976114	540
-1.718465	560
0.795509	580
1.695563	600
-0.683855	620
-1.785755	640
0.415145	660
1.682928	680
-0.332433	700
-1.723654	720
0.132606	740
1.638768	760
-0.065219	780
-1.660000	800
-0.065219	820
1.638768	840
0.132606	860
-1.723654	880
-0.332433	900
1.682928	920
0.415145	940
-1.785755	960
-0.683855	980
1.695563	1000
0.795509	1020
-1.718465	1040
-0.976114	1060
1.732412	1080
1.195565	1100
-1.713262	1120
-1.395095	1140
1.778837	1160
1.772426	1180
-1.720000	1200
-2.276052	1220
1.285768	1240
2.420736	1260
-0.824245	1280
-1.899627	1300
1.564599	1320
2.525782	1340
-1.955699	1360
-3.763532	1380
1.384437	1400
4.228462	1420
-1.556738	1440
-5.414205	1460
2.048389	1480
8.396495	1500
-1.682182	1520
-13.857739	1540
1.788299	1560
41.981145	1580
